Date,Store ID,Product ID,Category,Region,Inventory Level,Units Sold,Units Ordered,Demand Forecast,Price,Discount,Weather Condition,Holiday/Promotion,Competitor Pricing,Seasonality
2022-10-05,S003,P0005,Groceries,South,278,36,166,29.33,15.71,5,Snowy,1,18.15,Summer
2022-10-05,S003,P0006,Groceries,North,454,109,31,124.13,23.66,5,Sunny,1,26.04,Winter
2022-10-05,S003,P0007,Clothing,West,387,253,91,256.97,69.36,15,Snowy,0,73.36,Winter
2022-10-05,S003,P0008,Furniture,East,403,129,157,130.29,83.03,5,Snowy,0,83.59,Spring
2022-10-05,S003,P0009,Groceries,North,240,143,55,149.44,20.28,5,Rainy,1,22.44,Summer
2022-10-05,S003,P0010,Furniture,South,449,351,119,367.32,80.09,20,Snowy,1,79.08,Winter
2022-10-05,S003,P0011,Electronics,South,429,41,154,43.45,45.89,15,Rainy,0,47.36,Autumn
2022-10-05,S003,P0012,Groceries,North,362,134,23,128.5,70.13,5,Sunny,0,67.14,Summer
2022-10-05,S003,P0013,Furniture,South,268,56,144,70.97,38.86,20,Rainy,0,36.76,Summer
2022-10-05,S003,P0014,Toys,South,265,28,154,40.3,82.57,0,Rainy,0,84.72,Winter
2022-10-05,S003,P0015,Groceries,East,448,88,39,87.95,85.12,15,Rainy,1,88.63,Summer
2022-10-05,S003,P0016,Groceries,West,197,92,39,87.57,97.74,10,Cloudy,1,99.05,Summer
2022-10-05,S003,P0017,Groceries,West,178,140,39,136.19,17.11,20,Snowy,1,16.16,Autumn
2022-10-05,S003,P0018,Furniture,South,421,91,130,85.52,78.04,20,Cloudy,0,80.49,Autumn
2022-10-05,S003,P0019,Furniture,South,266,207,90,199.83,84.48,15,Rainy,0,84.9,Winter
2022-10-05,S003,P0020,Groceries,North,454,72,105,88.77,33.63,0,Snowy,0,37.01,Winter
2022-10-05,S004,P0001,Clothing,West,370,44,131,62.25,91.37,5,Sunny,1,91.38,Autumn
2022-10-05,S004,P0002,Groceries,South,186,119,148,126.53,79.92,0,Snowy,0,78.99,Spring
2022-10-05,S004,P0003,Groceries,South,88,26,108,43.88,91.48,5,Rainy,1,95.78,Spring
2022-10-05,S004,P0004,Clothing,North,228,100,176,99.5,97.74,15,Sunny,1,98.68,Spring
2022-10-05,S004,P0005,Toys,West,406,182,175,192.58,20.76,20,Snowy,0,17.71,Autumn
2022-10-05,S004,P0006,Furniture,West,495,132,104,140.09,69.23,0,Snowy,1,70.5,Winter
2022-10-05,S004,P0007,Toys,South,70,13,189,5.84,48.55,0,Rainy,1,48.95,Summer
2022-10-05,S004,P0008,Clothing,South,218,160,160,152.07,87.42,0,Snowy,1,82.66,Summer
2022-10-05,S004,P0009,Groceries,South,177,159,127,152.13,91.52,0,Cloudy,0,87.89,Autumn
2022-10-05,S004,P0010,Toys,South,439,433,39,440.38,58.15,0,Rainy,0,63.12,Winter
2022-10-05,S004,P0011,Furniture,North,268,68,143,75.46,95.78,5,Sunny,1,98.79,Winter
2022-10-05,S004,P0012,Electronics,West,77,12,76,29.95,57.16,15,Cloudy,0,61.18,Autumn
2022-10-05,S004,P0013,Toys,West,280,123,31,115.94,29.82,20,Cloudy,1,29.14,Winter
2022-10-05,S004,P0014,Toys,South,367,284,119,299.93,78.39,0,Snowy,0,80.47,Autumn
2022-10-05,S004,P0015,Electronics,North,420,186,108,198.26,86.86,10,Sunny,0,84.27,Autumn
2022-10-05,S004,P0016,Clothing,South,484,308,156,304.76,86.8,15,Sunny,0,88.5,Summer
2022-10-05,S004,P0017,Toys,South,164,145,97,164.45,11.43,10,Rainy,0,7.42,Autumn
2022-10-05,S004,P0018,Furniture,North,81,52,20,57.79,98.86,15,Snowy,1,103.46,Spring
2022-10-05,S004,P0019,Groceries,West,54,2,89,-4.83,24.52,0,Snowy,0,22.43,Summer
2022-10-05,S004,P0020,Groceries,South,340,307,160,323.75,72.79,15,Snowy,1,70.82,Autumn
2022-10-05,S005,P0001,Groceries,East,348,230,25,238.56,98.69,5,Rainy,0,95.04,Spring
2022-10-05,S005,P0002,Electronics,North,305,8,182,9.56,41.59,5,Sunny,0,42.76,Winter
2022-10-05,S005,P0003,Toys,East,292,171,139,176.14,64.37,20,Sunny,1,68.4,Spring
2022-10-05,S005,P0004,Electronics,North,344,268,51,262.81,49.13,5,Cloudy,0,51.12,Spring
2022-10-05,S005,P0005,Electronics,West,52,33,160,37.77,19.46,10,Rainy,1,14.89,Autumn
2022-10-05,S005,P0006,Furniture,West,459,302,105,299.86,25.33,20,Rainy,1,28.99,Summer
2022-10-05,S005,P0007,Toys,West,97,9,36,0.1,27.01,5,Cloudy,0,23.37,Spring
2022-10-05,S005,P0008,Clothing,East,344,139,143,148.55,35.86,0,Snowy,0,31.75,Summer
2022-10-05,S005,P0009,Groceries,West,380,90,144,97.06,25.4,0,Snowy,0,20.44,Summer
2022-10-05,S005,P0010,Groceries,South,116,75,69,69.12,42.36,0,Sunny,1,45.46,Autumn
2022-10-05,S005,P0011,Toys,South,330,49,105,65.88,22.94,5,Rainy,0,21.93,Winter
2022-10-05,S005,P0012,Electronics,East,214,90,97,102.55,71.58,15,Cloudy,0,76.54,Spring
2022-10-05,S005,P0013,Clothing,West,420,259,132,266.54,42.69,15,Sunny,1,42.36,Autumn
2022-10-05,S005,P0014,Toys,West,124,46,45,45.88,61.28,5,Sunny,0,65.21,Autumn
2022-10-05,S005,P0015,Clothing,East,421,365,95,384.37,69.91,10,Rainy,1,69.25,Autumn
2022-10-05,S005,P0016,Electronics,South,383,44,187,56.11,91.62,10,Sunny,1,89.13,Autumn
2022-10-05,S005,P0017,Electronics,South,190,170,54,165.94,61.42,5,Snowy,1,63.17,Autumn
2022-10-05,S005,P0018,Furniture,West,240,117,183,136.58,73.0,15,Snowy,0,73.56,Summer
2022-10-05,S005,P0019,Electronics,West,488,123,131,142.62,26.33,15,Sunny,1,30.62,Spring
2022-10-05,S005,P0020,Groceries,North,204,111,185,118.43,42.31,0,Sunny,0,44.33,Spring
2022-11-05,S001,P0001,Toys,West,185,19,142,16.37,23.93,10,Rainy,1,25.74,Autumn
2022-11-05,S001,P0002,Groceries,South,394,214,167,213.88,53.13,5,Snowy,0,53.98,Autumn
2022-11-05,S001,P0003,Electronics,South,148,5,125,23.35,93.32,15,Rainy,0,89.56,Summer
2022-11-05,S001,P0004,Furniture,South,195,42,181,57.3,28.99,0,Snowy,0,25.73,Winter
2022-11-05,S001,P0005,Toys,South,200,39,51,52.29,61.27,10,Snowy,1,63.04,Winter
2022-11-05,S001,P0006,Clothing,West,326,25,198,17.53,36.59,20,Rainy,1,33.89,Winter
2022-11-05,S001,P0007,Clothing,West,78,78,85,80.23,70.96,10,Snowy,0,75.53,Winter
2022-11-05,S001,P0008,Groceries,West,370,211,136,217.77,13.3,15,Sunny,0,11.2,Winter
2022-11-05,S001,P0009,Toys,East,411,392,101,411.71,34.61,0,Cloudy,1,37.73,Autumn
2022-11-05,S001,P0010,Clothing,South,314,108,170,110.74,84.18,15,Sunny,0,79.62,Autumn
2022-11-05,S001,P0011,Clothing,South,51,31,135,42.18,59.37,5,Sunny,1,55.46,Summer
2022-11-05,S001,P0012,Clothing,North,197,44,65,51.95,87.52,20,Snowy,1,85.09,Autumn
2022-11-05,S001,P0013,Clothing,North,271,127,99,136.69,49.2,5,Sunny,0,46.03,Spring
2022-11-05,S001,P0014,Clothing,East,329,74,118,76.16,67.96,20,Snowy,1,69.94,Autumn
2022-11-05,S001,P0015,Furniture,West,105,42,184,33.25,49.29,5,Rainy,1,52.81,Autumn
2022-11-05,S001,P0016,Furniture,West,231,95,122,85.94,85.2,5,Sunny,1,85.35,Summer
2022-11-05,S001,P0017,Toys,East,385,306,136,319.45,76.53,10,Rainy,1,74.02,Winter
2022-11-05,S001,P0018,Clothing,South,341,205,104,196.93,27.48,15,Snowy,1,30.49,Winter
2022-11-05,S001,P0019,Groceries,South,326,85,43,97.98,93.71,5,Cloudy,0,96.16,Summer
2022-11-05,S001,P0020,Electronics,West,272,156,110,156.9,50.0,5,Rainy,1,54.28,Summer
2022-11-05,S002,P0001,Electronics,North,149,62,116,64.26,54.11,5,Snowy,0,57.49,Autumn
2022-11-05,S002,P0002,Clothing,West,382,9,116,9.19,87.05,20,Sunny,0,82.82,Winter
2022-11-05,S002,P0003,Electronics,East,309,122,59,139.99,14.34,15,Rainy,1,19.25,Summer
2022-11-05,S002,P0004,Toys,West,292,194,53,186.55,92.7,5,Sunny,1,93.71,Winter
2022-11-05,S002,P0005,Clothing,East,433,273,146,270.39,37.03,15,Sunny,1,40.12,Summer
2022-11-05,S002,P0006,Toys,West,179,70,71,89.64,58.16,20,Sunny,1,60.94,Autumn
2022-11-05,S002,P0007,Groceries,East,307,115,90,118.25,86.22,15,Snowy,1,81.46,Winter
2022-11-05,S002,P0008,Toys,North,355,100,128,108.62,50.8,5,Cloudy,0,52.41,Autumn
2022-11-05,S002,P0009,Electronics,East,172,104,91,117.45,13.22,20,Cloudy,0,13.62,Autumn
2022-11-05,S002,P0010,Groceries,West,203,101,41,91.97,17.1,5,Snowy,1,13.97,Autumn
2022-11-05,S002,P0011,Toys,North,95,70,128,84.93,86.62,5,Sunny,0,82.73,Summer
2022-11-05,S002,P0012,Clothing,West,179,6,156,18.55,47.22,10,Cloudy,1,47.78,Summer
2022-11-05,S002,P0013,Groceries,South,222,11,47,8.81,58.85,10,Rainy,1,63.02,Summer
2022-11-05,S002,P0014,Furniture,South,187,184,76,175.77,56.29,15,Cloudy,0,54.42,Spring
2022-11-05,S002,P0015,Toys,East,459,394,32,400.6,36.3,10,Cloudy,0,34.88,Winter
2022-11-05,S002,P0016,Furniture,South,449,349,159,362.85,10.83,10,Sunny,0,6.76,Spring
2022-11-05,S002,P0017,Electronics,South,143,19,79,18.23,23.78,5,Rainy,0,22.15,Summer
2022-11-05,S002,P0018,Toys,East,97,69,67,85.18,62.4,15,Snowy,0,66.99,Winter
2022-11-05,S002,P0019,Furniture,North,299,157,24,168.93,14.1,15,Rainy,1,14.57,Spring
2022-11-05,S002,P0020,Electronics,East,121,4,117,4.61,64.45,20,Rainy,0,68.96,Autumn
2022-11-05,S003,P0001,Groceries,South,363,154,142,164.1,27.53,0,Snowy,0,29.13,Winter
2022-11-05,S003,P0002,Toys,East,171,76,75,87.29,34.47,20,Cloudy,0,34.29,Summer
2022-11-05,S003,P0003,Toys,South,378,262,196,262.54,34.32,10,Cloudy,1,29.84,Winter
2022-11-05,S003,P0004,Groceries,South,318,138,34,141.21,24.39,5,Rainy,1,25.74,Summer
2022-11-05,S003,P0005,Groceries,South,117,95,144,89.34,80.31,20,Sunny,1,78.87,Autumn
2022-11-05,S003,P0006,Groceries,South,194,194,68,194.74,86.59,15,Snowy,0,82.15,Spring
2022-11-05,S003,P0007,Toys,South,323,49,31,62.19,76.88,15,Rainy,1,78.35,Autumn
2022-11-05,S003,P0008,Electronics,North,424,141,72,156.28,66.47,5,Cloudy,1,68.96,Summer
2022-11-05,S003,P0009,Clothing,East,53,39,83,29.65,66.84,0,Snowy,1,64.55,Spring
2022-11-05,S003,P0010,Groceries,South,338,77,176,87.51,76.88,20,Rainy,0,78.11,Spring
2022-11-05,S003,P0011,Groceries,South,221,120,87,114.7,64.07,0,Cloudy,1,63.11,Summer
2022-11-05,S003,P0012,Clothing,West,332,218,38,218.37,52.45,20,Rainy,1,49.33,Summer
2022-11-05,S003,P0013,Toys,East,378,253,178,246.3,11.06,15,Sunny,1,11.24,Summer
2022-11-05,S003,P0014,Furniture,North,292,71,126,89.0,98.93,10,Snowy,0,96.23,Winter
2022-11-05,S003,P0015,Furniture,North,206,192,29,193.32,74.27,5,Sunny,0,71.25,Summer
2022-11-05,S003,P0016,Groceries,West,285,281,139,288.58,44.71,5,Sunny,1,43.17,Summer
2022-11-05,S003,P0017,Clothing,East,329,133,160,127.94,78.64,5,Snowy,0,79.07,Summer
2022-11-05,S003,P0018,Clothing,North,180,43,88,36.09,15.31,15,Sunny,1,12.42,Summer
2022-11-05,S003,P0019,Toys,South,280,193,155,199.52,43.5,5,Sunny,0,41.52,Spring
2022-11-05,S003,P0020,Clothing,North,425,327,172,344.78,46.7,5,Sunny,0,50.5,Summer
2022-11-05,S004,P0001,Clothing,West,198,130,105,128.3,55.37,20,Snowy,1,57.62,Autumn
2022-11-05,S004,P0002,Groceries,East,295,160,60,177.77,58.42,20,Rainy,0,62.85,Summer
2022-11-05,S004,P0003,Groceries,West,411,332,97,327.4,85.94,15,Sunny,0,82.17,Spring
2022-11-05,S004,P0004,Furniture,South,118,50,34,60.26,49.93,10,Snowy,1,51.84,Summer
2022-11-05,S004,P0005,Electronics,North,305,176,97,182.97,96.09,20,Snowy,1,99.89,Autumn
2022-11-05,S004,P0006,Electronics,East,105,68,48,64.29,31.67,20,Cloudy,0,36.44,Summer
2022-11-05,S004,P0007,Clothing,South,471,157,105,150.38,98.28,0,Rainy,0,100.02,Winter
2022-11-05,S004,P0008,Toys,West,83,32,168,26.94,50.62,15,Rainy,0,55.1,Summer
2022-11-05,S004,P0009,Furniture,South,222,41,42,42.35,71.32,0,Snowy,0,71.39,Autumn
2022-11-05,S004,P0010,Furniture,East,99,8,26,8.96,84.09,15,Sunny,1,86.7,Spring
2022-11-05,S004,P0011,Toys,East,89,20,150,21.49,15.61,10,Cloudy,1,10.77,Autumn
2022-11-05,S004,P0012,Groceries,West,344,333,156,352.99,96.55,20,Cloudy,0,92.55,Autumn
2022-11-05,S004,P0013,Groceries,South,265,136,79,140.46,77.06,0,Snowy,1,73.1,Winter
2022-11-05,S004,P0014,Electronics,East,151,111,87,124.41,80.06,0,Snowy,0,81.13,Winter
2022-11-05,S004,P0015,Electronics,North,346,149,190,150.4,97.84,15,Rainy,1,96.43,Spring
2022-11-05,S004,P0016,Furniture,West,189,35,83,26.74,32.72,10,Snowy,0,27.91,Autumn
2022-11-05,S004,P0017,Clothing,West,496,436,191,436.23,98.4,5,Snowy,1,100.06,Summer
2022-11-05,S004,P0018,Electronics,North,162,103,176,119.4,77.47,5,Sunny,0,75.86,Autumn
2022-11-05,S004,P0019,Electronics,North,475,146,138,140.94,81.62,15,Rainy,0,83.36,Summer
2022-11-05,S004,P0020,Groceries,South,277,238,69,230.44,28.78,5,Cloudy,0,24.81,Winter
2022-11-05,S005,P0001,Electronics,East,398,38,199,42.17,50.76,10,Snowy,1,55.13,Spring
2022-11-05,S005,P0002,Clothing,South,184,115,110,121.73,56.12,20,Sunny,0,54.65,Summer
2022-11-05,S005,P0003,Electronics,South,231,155,165,172.11,16.17,0,Snowy,1,15.23,Autumn
2022-11-05,S005,P0004,Toys,East,415,253,116,265.78,31.86,20,Sunny,1,29.04,Winter
2022-11-05,S005,P0005,Groceries,North,166,136,109,154.76,93.09,5,Sunny,0,92.6,Autumn
2022-11-05,S005,P0006,Groceries,East,446,305,166,297.19,75.49,5,Snowy,1,74.83,Spring
2022-11-05,S005,P0007,Groceries,North,96,60,71,67.01,92.29,10,Sunny,0,95.99,Winter
2022-11-05,S005,P0008,Toys,South,182,61,113,56.16,71.46,20,Cloudy,0,73.86,Spring
2022-11-05,S005,P0009,Clothing,West,167,41,83,49.41,53.64,0,Rainy,0,54.95,Spring
2022-11-05,S005,P0010,Electronics,North,86,47,154,41.2,97.11,5,Sunny,0,97.03,Spring
2022-11-05,S005,P0011,Toys,West,496,418,117,429.0,48.0,15,Sunny,1,48.97,Autumn
2022-11-05,S005,P0012,Toys,West,179,95,120,106.39,10.25,0,Sunny,1,9.02,Winter
2022-11-05,S005,P0013,Toys,South,226,200,93,199.51,84.28,15,Sunny,0,82.29,Spring
2022-11-05,S005,P0014,Electronics,East,188,74,133,78.99,20.2,0,Cloudy,1,22.62,Autumn
2022-11-05,S005,P0015,Furniture,West,235,233,109,248.04,58.8,0,Sunny,0,59.43,Summer
2022-11-05,S005,P0016,Furniture,East,140,44,36,58.32,32.99,0,Sunny,1,35.82,Summer
2022-11-05,S005,P0017,Groceries,East,293,53,185,44.04,23.82,10,Cloudy,0,23.35,Spring
2022-11-05,S005,P0018,Clothing,West,174,10,28,12.55,98.0,10,Snowy,1,97.53,Autumn
2022-11-05,S005,P0019,Electronics,East,314,173,54,171.65,60.01,5,Cloudy,0,58.19,Winter
2022-11-05,S005,P0020,Toys,East,121,0,175,0.26,68.88,10,Cloudy,0,71.87,Spring
2022-12-05,S001,P0001,Electronics,East,426,10,25,2.78,94.22,0,Sunny,0,95.15,Winter
2022-12-05,S001,P0002,Toys,North,348,16,105,25.35,71.88,0,Rainy,0,75.26,Spring
2022-12-05,S001,P0003,Clothing,East,112,33,39,37.85,60.28,10,Snowy,1,61.16,Spring
2022-12-05,S001,P0004,Clothing,South,157,53,41,58.31,45.81,0,Rainy,0,45.77,Autumn
2022-12-05,S001,P0005,Groceries,East,252,33,56,50.32,37.25,15,Sunny,1,38.65,Autumn
2022-12-05,S001,P0006,Furniture,West,268,197,35,203.05,72.27,5,Rainy,1,69.38,Spring
2022-12-05,S001,P0007,Groceries,South,297,14,168,22.03,25.89,5,Rainy,0,27.28,Winter
2022-12-05,S001,P0008,Furniture,North,181,29,80,35.92,14.24,0,Sunny,0,11.14,Autumn
2022-12-05,S001,P0009,Toys,East,137,3,114,14.05,26.97,15,Sunny,0,24.36,Autumn
2022-12-05,S001,P0010,Clothing,North,123,94,183,94.89,56.84,20,Rainy,0,61.22,Winter
2022-12-05,S001,P0011,Toys,East,203,180,139,175.54,99.65,15,Snowy,0,99.41,Winter
2022-12-05,S001,P0012,Clothing,West,87,54,199,55.13,11.26,20,Sunny,1,8.83,Spring
2022-12-05,S001,P0013,Toys,North,201,119,162,127.66,99.49,0,Cloudy,0,98.74,Autumn
2022-12-05,S001,P0014,Clothing,South,92,64,39,59.77,36.06,15,Sunny,1,36.7,Summer
2022-12-05,S001,P0015,Toys,South,382,72,41,83.33,94.04,10,Sunny,1,93.84,Winter
2022-12-05,S001,P0016,Electronics,East,188,69,106,64.18,44.82,10,Cloudy,1,47.42,Spring
2022-12-05,S001,P0017,Clothing,South,225,109,39,101.27,61.55,0,Rainy,1,62.63,Winter
2022-12-05,S001,P0018,Furniture,North,454,251,124,245.47,64.81,10,Cloudy,1,64.62,Winter
2022-12-05,S001,P0019,Groceries,North,144,36,163,40.96,99.83,5,Cloudy,0,102.1,Autumn
2022-12-05,S001,P0020,Groceries,East,365,113,69,116.61,87.5,5,Rainy,0,90.61,Summer
2022-12-05,S002,P0001,Clothing,North,190,38,131,42.61,23.01,20,Sunny,0,18.76,Summer
2022-12-05,S002,P0002,Toys,South,188,120,56,119.47,90.07,0,Cloudy,1,90.06,Spring
2022-12-05,S002,P0003,Furniture,East,182,99,39,98.13,53.42,5,Rainy,0,57.65,Summer
2022-12-05,S002,P0004,Furniture,North,466,123,23,122.72,76.32,20,Cloudy,0,75.68,Autumn
2022-12-05,S002,P0005,Furniture,East,302,296,55,307.95,25.21,5,Cloudy,0,28.68,Autumn
2022-12-05,S002,P0006,Electronics,South,178,128,28,135.54,24.52,15,Cloudy,0,25.81,Winter
2022-12-05,S002,P0007,Clothing,North,483,394,153,409.1,31.66,0,Rainy,1,36.11,Spring
2022-12-05,S002,P0008,Toys,North,164,155,67,158.5,29.62,10,Snowy,1,32.37,Autumn
2022-12-05,S002,P0009,Toys,West,467,394,43,411.81,55.43,10,Sunny,1,53.2,Summer
2022-12-05,S002,P0010,Electronics,North,236,195,26,200.36,55.57,0,Rainy,0,57.49,Summer
2022-12-05,S002,P0011,Toys,East,271,230,194,240.76,46.55,20,Sunny,1,47.65,Autumn
2022-12-05,S002,P0012,Groceries,North,219,66,188,67.6,30.45,5,Snowy,1,28.34,Spring
2022-12-05,S002,P0013,Furniture,East,305,8,154,16.68,88.11,10,Rainy,1,86.16,Summer
2022-12-05,S002,P0014,Clothing,East,227,196,36,210.38,69.68,5,Snowy,0,74.65,Autumn
2022-12-05,S002,P0015,Clothing,West,66,46,175,48.5,21.92,5,Cloudy,0,19.86,Autumn
2022-12-05,S002,P0016,Clothing,West,195,19,56,11.38,61.64,15,Rainy,1,60.0,Autumn
2022-12-05,S002,P0017,Clothing,West,280,13,179,30.77,43.36,5,Snowy,1,44.48,Spring
2022-12-05,S002,P0018,Toys,West,409,389,135,395.67,72.26,0,Rainy,0,73.28,Autumn
2022-12-05,S002,P0019,Clothing,South,248,204,157,195.09,88.86,0,Rainy,1,85.07,Autumn
2022-12-05,S002,P0020,Groceries,East,149,59,50,66.3,15.82,10,Cloudy,0,18.57,Summer
2022-12-05,S003,P0001,Electronics,East,130,69,142,60.26,75.53,15,Rainy,0,77.62,Spring
2022-12-05,S003,P0002,Groceries,West,87,71,121,62.35,72.6,5,Snowy,0,69.05,Summer
2022-12-05,S003,P0003,Furniture,North,338,292,135,303.69,99.65,0,Sunny,1,98.04,Autumn
2022-12-05,S003,P0004,Clothing,North,371,49,21,60.62,66.68,5,Rainy,0,62.86,Summer
2022-12-05,S003,P0005,Toys,East,216,31,53,22.49,33.86,5,Sunny,1,35.7,Winter
2022-12-05,S003,P0006,Toys,East,434,236,126,242.66,66.37,5,Sunny,1,64.19,Spring
2022-12-05,S003,P0007,Groceries,West,284,280,80,284.98,70.62,10,Sunny,1,71.91,Summer
2022-12-05,S003,P0008,Toys,North,375,291,196,291.52,90.07,5,Snowy,1,86.34,Winter
2022-12-05,S003,P0009,Electronics,North,485,412,31,427.54,74.94,20,Rainy,0,78.29,Spring
2022-12-05,S003,P0010,Clothing,North,431,296,158,299.36,34.3,10,Rainy,1,30.55,Spring
2022-12-05,S003,P0011,Toys,North,211,37,123,49.78,56.07,0,Snowy,0,57.04,Spring
2022-12-05,S003,P0012,Clothing,South,169,100,31,117.66,27.47,20,Cloudy,1,23.74,Summer
2022-12-05,S003,P0013,Electronics,South,125,48,86,62.98,20.53,0,Snowy,1,16.81,Summer
2022-12-05,S003,P0014,Furniture,East,232,119,171,118.5,89.99,20,Rainy,0,94.7,Winter
2022-12-05,S003,P0015,Groceries,West,87,40,121,52.31,54.68,15,Cloudy,0,56.3,Spring
2022-12-05,S003,P0016,Toys,North,447,216,106,227.25,19.48,0,Rainy,0,15.39,Summer
2022-12-05,S003,P0017,Electronics,West,174,141,38,136.34,92.22,0,Sunny,1,88.36,Winter
2022-12-05,S003,P0018,Groceries,East,279,177,126,172.83,85.97,15,Rainy,0,88.71,Spring
2022-12-05,S003,P0019,Groceries,North,270,231,75,225.77,39.71,10,Snowy,1,43.78,Summer
2022-12-05,S003,P0020,Clothing,West,127,44,72,55.6,34.02,5,Snowy,1,31.95,Autumn
2022-12-05,S004,P0001,Furniture,South,83,31,22,47.16,50.86,10,Rainy,0,48.17,Spring
2022-12-05,S004,P0002,Furniture,South,52,0,168,18.65,25.29,5,Cloudy,0,23.6,Winter
2022-12-05,S004,P0003,Furniture,West,231,86,27,81.35,29.47,15,Cloudy,1,29.43,Winter
2022-12-05,S004,P0004,Clothing,East,316,6,45,3.81,65.73,5,Sunny,0,62.9,Winter
2022-12-05,S004,P0005,Toys,East,287,243,190,245.09,42.36,10,Snowy,0,44.66,Winter
2022-12-05,S004,P0006,Clothing,North,164,25,103,43.14,11.81,15,Cloudy,1,12.83,Summer
2022-12-05,S004,P0007,Groceries,North,407,290,131,303.56,81.43,0,Rainy,0,76.44,Autumn
2022-12-05,S004,P0008,Toys,South,386,321,105,313.55,29.24,15,Cloudy,0,33.03,Summer
2022-12-05,S004,P0009,Toys,South,54,30,106,24.03,71.49,0,Cloudy,1,68.57,Summer
2022-12-05,S004,P0010,Toys,South,406,397,187,392.12,23.35,10,Sunny,0,25.04,Spring
2022-12-05,S004,P0011,Electronics,West,334,212,127,212.15,49.85,10,Sunny,0,52.09,Winter
2022-12-05,S004,P0012,Clothing,East,64,20,102,12.22,54.67,15,Sunny,1,59.02,Spring
2022-12-05,S004,P0013,Electronics,East,450,402,138,406.44,92.67,0,Rainy,1,89.64,Winter
2022-12-05,S004,P0014,Electronics,West,224,177,109,171.25,67.1,15,Rainy,0,69.06,Spring
2022-12-05,S004,P0015,Furniture,West,470,235,158,250.99,26.17,0,Rainy,1,24.54,Spring
2022-12-05,S004,P0016,Toys,North,486,217,73,233.65,51.38,0,Snowy,0,53.09,Summer
2022-12-05,S004,P0017,Groceries,South,322,273,110,275.35,19.5,20,Sunny,0,22.22,Winter
2022-12-05,S004,P0018,Furniture,East,180,96,114,107.25,23.92,5,Rainy,0,21.87,Spring
2022-12-05,S004,P0019,Clothing,North,478,229,25,219.92,53.19,15,Rainy,1,51.21,Autumn
2022-12-05,S004,P0020,Toys,East,208,80,40,79.86,97.65,5,Snowy,1,95.33,Winter
2022-12-05,S005,P0001,Toys,West,369,25,77,21.75,21.29,5,Rainy,0,16.71,Winter
2022-12-05,S005,P0002,Groceries,West,90,9,35,27.6,90.54,10,Rainy,1,86.07,Summer
2022-12-05,S005,P0003,Electronics,North,241,233,175,233.25,62.05,20,Snowy,0,64.11,Spring
2022-12-05,S005,P0004,Groceries,East,111,42,54,49.84,73.48,10,Snowy,0,70.11,Winter
2022-12-05,S005,P0005,Electronics,South,246,106,55,100.81,62.08,20,Sunny,0,60.07,Winter
2022-12-05,S005,P0006,Electronics,North,283,264,128,281.17,98.81,15,Rainy,1,99.96,Autumn
2022-12-05,S005,P0007,Electronics,North,318,17,138,24.85,61.25,15,Sunny,0,63.17,Summer
2022-12-05,S005,P0008,Furniture,North,305,68,156,70.7,36.74,15,Cloudy,0,37.59,Winter
2022-12-05,S005,P0009,Toys,West,418,360,102,356.75,54.77,10,Rainy,0,51.85,Autumn
2022-12-05,S005,P0010,Toys,West,248,50,177,44.91,94.54,15,Sunny,0,97.3,Summer
2022-12-05,S005,P0011,Furniture,North,254,24,53,28.75,49.51,5,Rainy,1,51.02,Spring
2022-12-05,S005,P0012,Groceries,East,478,380,103,371.68,16.33,15,Snowy,0,12.79,Autumn
2022-12-05,S005,P0013,Furniture,West,50,8,102,0.51,37.77,15,Rainy,0,40.82,Summer
2022-12-05,S005,P0014,Groceries,North,415,312,148,320.96,51.71,10,Snowy,0,51.45,Autumn
2022-12-05,S005,P0015,Toys,North,459,355,80,346.77,36.12,0,Snowy,0,39.17,Autumn
2022-12-05,S005,P0016,Groceries,East,243,218,125,221.81,17.25,0,Rainy,0,19.19,Winter
2022-12-05,S005,P0017,Furniture,East,244,25,27,22.21,85.9,10,Rainy,0,88.95,Winter
2022-12-05,S005,P0018,Electronics,West,287,45,59,39.94,94.11,0,Cloudy,0,89.3,Spring
2022-12-05,S005,P0019,Groceries,East,345,123,26,137.21,47.49,10,Sunny,0,49.69,Spring
2022-12-05,S005,P0020,Clothing,South,119,1,195,-4.94,43.45,10,Sunny,1,40.12,Autumn
2022-01-06,S001,P0001,Toys,North,461,198,119,192.58,11.52,15,Rainy,1,8.27,Spring
2022-01-06,S001,P0002,Clothing,North,478,143,190,152.0,31.88,20,Snowy,1,33.57,Summer
2022-01-06,S001,P0003,Furniture,North,313,259,25,278.01,36.13,15,Snowy,1,35.44,Winter
2022-01-06,S001,P0004,Electronics,South,495,58,155,57.3,87.35,20,Snowy,1,84.42,Summer
2022-01-06,S001,P0005,Electronics,East,96,4,122,22.61,56.68,20,Snowy,0,56.39,Winter
2022-01-06,S001,P0006,Furniture,East,256,198,127,209.78,44.03,20,Cloudy,1,42.51,Summer
2022-01-06,S001,P0007,Groceries,East,174,80,96,84.55,66.24,5,Rainy,0,66.84,Autumn
2022-01-06,S001,P0008,Electronics,West,492,124,158,123.03,30.46,5,Snowy,0,33.71,Summer
2022-01-06,S001,P0009,Toys,South,192,88,30,87.86,68.13,5,Snowy,1,70.91,Summer
2022-01-06,S001,P0010,Toys,East,138,105,51,115.85,62.36,20,Sunny,1,64.06,Spring
